,temperature,PCA-x,PCA-y,"k1, pred","k1, x","k1, y","k1, 45","k1, centx","k1, centy","k2, pred","k2, x","k2, y","k2, 45","k2, centx","k2, centy","k3, pred","k3, x","k3, y","k3, 45","k3, centx","k3, centy","k4, pred","k4, x","k4, y","k4, 45","k4, centx","k4, centy","k5, pred","k5, x","k5, y","k5, 45","k5, centx","k5, centy","k6, pred","k6, x","k6, y","k6, 45","k6, centx","k6, centy","k7, pred","k7, x","k7, y","k7, 45","k7, centx","k7, centy","k8, pred","k8, x","k8, y","k8, 45","k8, centx","k8, centy","k9, pred","k9, x","k9, y","k9, 45","k9, centx","k9, centy","k10, pred","k10, x","k10, y","k10, 45","k10, centx","k10, centy"
10,110,11,64.86062271326085,0,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,0,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,1,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,0,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,3,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,3,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,5,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,6,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,7,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0,3,47.562920226594905,7.524554455683141,-1.2645527718350666,0.0,0.0
11,120,12,68.12549087596356,0,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,0,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,1,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,0,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,3,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,3,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,5,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,6,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,7,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0,3,45.77173125723736,6.912687454082631,-4.129451719866828,0.0,0.0
12,130,13,71.1783823546187,0,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,0,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,1,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,0,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,3,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,3,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,5,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,6,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,7,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0,3,41.51445048714809,3.996145665684414,-32.083148356331975,0.0,0.0
13,140,14,74.16324013014314,0,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,0,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,1,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,0,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,3,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,3,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,0,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,6,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,7,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0,3,40.19401390506157,3.0717791155598753,-55.06714254180145,0.0,0.0
14,150,15,76.83839630324339,0,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,0,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,1,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,0,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,3,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,3,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,5,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,6,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,7,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0,3,37.630019206292005,4.043790299845125,58.378839796793415,0.0,0.0
15,160,16,79.32207070056756,0,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,0,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,1,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,0,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,3,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,3,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,5,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,6,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,7,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0,3,29.362224703874578,1.863650631559053,2.12896330460705,0.0,0.0
16,170,17,81.70097590851638,0,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,0,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,1,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,0,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,3,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,3,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,5,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,3,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,7,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0,6,23.235659894160516,-1.9904948642393285,0.9555149999293383,0.0,0.0
17,180,18,83.95128010348252,0,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,0,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,1,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,0,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,3,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,3,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,5,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,6,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,7,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0,3,21.16078108578175,-1.6144958181031372,3.919575143575602,0.0,0.0
18,190,19,85.912066404686,0,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,0,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,1,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,0,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,3,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,3,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,5,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,4,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,7,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0,3,13.126311938868472,-4.017988562537159,-1.5077881823421309,0.0,0.0
19,200,20,87.6988927208629,0,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,1,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,0,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,0,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,3,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,2,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,2,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,4,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,0,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0,3,7.673782575722739,-8.890858228112881,3.5012515019500845,0.0,0.0
